cycle,length,bottleneck_kzt
100000004070318100→100000006866783100→100000001660397100→100000008477350100→100000007639767100→100000000437046100→100000004070318100,6,12000.0
100000004070318100→100000006866783100→100000001660397100→100000008477350100→100000008086440100→100000000437046100→100000004070318100,6,12000.0
100000008686313100→100000008603629100→100000001660397100→100000008477350100→100000005910114100→100000006866783100→100000008686313100,6,12000.0
100000008603629100→100000001660397100→100000008477350100→100000005910114100→100000006866783100→100000002306369100→100000008603629100,6,12000.0
100000008086440100→100000000437046100→100000007639767100→100000008603629100→100000001660397100→100000008477350100→100000008086440100,6,12000.0
100000004847758100→100000008603629100→100000001660397100→100000008477350100→100000005910114100→100000006866783100→100000004847758100,6,12000.0
100000008603629100→100000001660397100→100000008477350100→100000005910114100→100000006866783100→100000007639767100→100000008603629100,6,12000.0
100000004847758100→100000008603629100→100000001660397100→100000008477350100→100000005910114100→100000005782781100→100000004847758100,6,12000.0
100000008086440100→100000008603629100→100000001660397100→100000008477350100→100000008086440100,4,12000.0
100000001660397100→100000008477350100→100000005910114100→100000006866783100→100000001660397100,4,12000.0
100000008603629100→100000001660397100→100000008477350100→100000005910114100→100000006866783100→100000008304139100→100000008603629100,6,12000.0
100000008686313100→100000006866783100→100000001660397100→100000008477350100→100000008086440100→100000008603629100→100000008686313100,6,12000.0
100000004351795100→100000008603629100→100000001660397100→100000008477350100→100000005910114100→100000006866783100→100000004351795100,6,12000.0
100000004070318100→100000008603629100→100000001660397100→100000008477350100→100000007639767100→100000000437046100→100000004070318100,6,12000.0
100000008603629100→100000001609499100→100000006866783100→100000004390333100→100000000437046100→100000007639767100→100000008603629100,6,11000.0
100000004070318100→100000008477350100→100000008086440100→100000008603629100→100000001609499100→100000006866783100→100000004070318100,6,11000.0
100000004070318100→100000008477350100→100000007639767100→100000008603629100→100000001609499100→100000006866783100→100000004070318100,6,11000.0
100000004070318100→100000008477350100→100000003968044100→100000008603629100→100000001609499100→100000006866783100→100000004070318100,6,11000.0
100000008413748100→100000008304139100→100000008603629100→100000001609499100→100000006866783100→100000001660397100→100000008413748100,6,11000.0
100000004070318100→100000008346837100→100000004351795100→100000008603629100→100000001609499100→100000006866783100→100000004070318100,6,11000.0
100000008603629100→100000001609499100→100000006866783100→100000008304139100→100000008477350100→100000003968044100→100000008603629100,6,11000.0
100000008603629100→100000001609499100→100000006866783100→100000008304139100→100000008477350100→100000007639767100→100000008603629100,6,11000.0
100000008603629100→100000001609499100→100000006866783100→100000004390333100→100000008603629100,4,11000.0
100000008603629100→100000001609499100→100000006866783100→100000004390333100→100000008477350100→100000005910114100→100000008603629100,6,11000.0
100000008603629100→100000001609499100→100000006866783100→100000004390333100→100000008477350100→100000003968044100→100000008603629100,6,11000.0
100000008443341100→100000008477350100→100000005910114100→100000008603629100→100000001609499100→100000006866783100→100000008443341100,6,11000.0
100000008603629100→100000001609499100→100000006866783100→100000004390333100→100000008477350100→100000007639767100→100000008603629100,6,11000.0
100000008603629100→100000001609499100→100000006866783100→100000007639767100→100000008603629100,4,11000.0
100000008086440100→100000008603629100→100000001609499100→100000006866783100→100000008304139100→100000008477350100→100000008086440100,6,11000.0
100000008686313100→100000008477350100→100000008086440100→100000008603629100→100000001609499100→100000006866783100→100000008686313100,6,11000.0
100000008603629100→100000001609499100→100000006866783100→100000008304139100→100000001857829100→100000003880331100→100000008603629100,6,11000.0
100000008603629100→100000001609499100→100000006866783100→100000008304139100→100000008603629100,4,11000.0
100000004070318100→100000008477350100→100000005910114100→100000008603629100→100000001609499100→100000006866783100→100000004070318100,6,11000.0
100000008603629100→100000001609499100→100000006866783100→100000002306369100→100000002723538100→100000008603629100,5,11000.0
100000008603629100→100000001609499100→100000006866783100→100000002306369100→100000008477350100→100000005910114100→100000008603629100,6,11000.0
100000008603629100→100000001609499100→100000006866783100→100000002306369100→100000008477350100→100000003968044100→100000008603629100,6,11000.0
100000008603629100→100000001609499100→100000006866783100→100000008304139100→100000001857829100→100000008603629100,5,11000.0
100000008603629100→100000001609499100→100000006866783100→100000001660397100→100000008477350100→100000007639767100→100000008603629100,6,11000.0
100000008603629100→100000001609499100→100000006866783100→100000008304139100→100000000437046100→100000007639767100→100000008603629100,6,11000.0
100000008443341100→100000008477350100→100000007639767100→100000008603629100→100000001609499100→100000006866783100→100000008443341100,6,11000.0
100000008603629100→100000001609499100→100000006866783100→100000002306369100→100000008477350100→100000007639767100→100000008603629100,6,11000.0
100000008603629100→100000001609499100→100000006866783100→100000002306369100→100000008603629100,4,11000.0
100000008603629100→100000001609499100→100000006866783100→100000001660397100→100000008477350100→100000005910114100→100000008603629100,6,11000.0
100000008603629100→100000001609499100→100000006866783100→100000001660397100→100000008477350100→100000003968044100→100000008603629100,6,11000.0
100000008603629100→100000001609499100→100000006866783100→100000008304139100→100000008477350100→100000005910114100→100000008603629100,6,11000.0
100000008443341100→100000008477350100→100000003968044100→100000008603629100→100000001609499100→100000006866783100→100000008443341100,6,11000.0
