cycle,length,bottleneck_kzt
100000004390333100→100000000437046100→100000007639767100→100000006866783100→100000004390333100,4,10000.0
100000004390333100→100000000437046100→100000007639767100→100000004400305100→100000003213473100→100000006866783100→100000004390333100,6,10000.0
100000001660397100→100000008477350100→100000007639767100→100000006866783100→100000001660397100,4,10000.0
100000004070318100→100000008477350100→100000005910114100→100000006866783100→100000000089154100→100000000437046100→100000004070318100,6,10000.0
100000004070318100→100000008603629100→100000001609499100→100000006866783100→100000000089154100→100000000437046100→100000004070318100,6,10000.0
100000004070318100→100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000006866783100→100000004070318100,6,10000.0
100000008686313100→100000008477350100→100000008086440100→100000008603629100→100000007639767100→100000004400305100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000008086440100→100000000437046100→100000007639767100→100000006866783100→100000008686313100,6,10000.0
100000008603629100→100000007639767100→100000006866783100→100000001660397100→100000008477350100→100000005910114100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000006866783100→100000001660397100→100000008477350100→100000003968044100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000006866783100→100000004390333100→100000008603629100,4,10000.0
100000008443341100→100000008477350100→100000005910114100→100000008603629100→100000007639767100→100000006866783100→100000008443341100,6,10000.0
100000008603629100→100000007639767100→100000006866783100→100000004390333100→100000008477350100→100000003968044100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000006866783100→100000008304139100→100000001857829100→100000003880331100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000006866783100→100000008304139100→100000008603629100,4,10000.0
100000008603629100→100000007639767100→100000006866783100→100000008304139100→100000008477350100→100000005910114100→100000008603629100,6,10000.0
100000008443341100→100000008477350100→100000007639767100→100000004400305100→100000001609499100→100000006866783100→100000008443341100,6,10000.0
100000008443341100→100000008477350100→100000007639767100→100000004400305100→100000008304139100→100000006866783100→100000008443341100,6,10000.0
100000008443341100→100000008477350100→100000007639767100→100000004400305100→100000004390333100→100000006866783100→100000008443341100,6,10000.0
100000008443341100→100000008477350100→100000007593823100→100000008111003100→100000003796063100→100000006866783100→100000008443341100,6,10000.0
100000008603629100→100000007639767100→100000006866783100→100000004390333100→100000008477350100→100000005910114100→100000008603629100,6,10000.0
100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000004390333100→100000006866783100→100000004351795100,6,10000.0
100000008086440100→100000008603629100→100000007639767100→100000006866783100→100000008443341100→100000008477350100→100000008086440100,6,10000.0
100000004390333100→100000000437046100→100000007639767100→100000004400305100→100000008304139100→100000006866783100→100000004390333100,6,10000.0
100000004070318100→100000008603629100→100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004070318100→100000008603629100→100000004351795100→100000000437046100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000008603629100→100000008686313100→100000000437046100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004070318100→100000008603629100→100000008686313100→100000000437046100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000008603629100→100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004390333100→100000006866783100→100000000089154100→100000000437046100→100000007639767100→100000004400305100→100000004390333100,6,10000.0
100000004390333100→100000006866783100→100000007639767100→100000004400305100→100000004390333100,4,10000.0
100000004351795100→100000003242289100→100000004140487100→100000008603629100→100000007639767100→100000006866783100→100000004351795100,6,10000.0
100000004070318100→100000004400305100→100000008304139100→100000000437046100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000004400305100→100000008304139100→100000008477350100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000004400305100→100000008304139100→100000006866783100→100000000089154100→100000000437046100→100000004070318100,6,10000.0
100000004390333100→100000000437046100→100000007639767100→100000004400305100→100000005910114100→100000006866783100→100000004390333100,6,10000.0
100000004070318100→100000004400305100→100000007593823100→100000008111003100→100000003796063100→100000006866783100→100000004070318100,6,10000.0
100000004390333100→100000006866783100→100000008304139100→100000008477350100→100000007639767100→100000004400305100→100000004390333100,6,10000.0
100000004390333100→100000000437046100→100000007639767100→100000004400305100→100000004390333100,4,10000.0
100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000008304139100→100000008603629100→100000004351795100,6,10000.0
100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000001609499100→100000006866783100→100000004351795100,6,10000.0
100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000002723538100→100000008603629100→100000004351795100,6,10000.0
100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000005910114100→100000008603629100→100000004351795100,6,10000.0
100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000005910114100→100000006866783100→100000004351795100,6,10000.0
100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000004390333100→100000006866783100→100000004351795100,6,10000.0
100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000004390333100→100000008603629100→100000004351795100,6,10000.0
100000004351795100→100000003242289100→100000004140487100→100000004400305100→100000003213473100→100000006866783100→100000004351795100,6,10000.0
100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000008304139100→100000006866783100→100000004351795100,6,10000.0
100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000001609499100→100000006866783100→100000004351795100,6,10000.0
100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000005910114100→100000006866783100→100000004351795100,6,10000.0
100000004070318100→100000004400305100→100000008304139100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000008603629100→100000007639767100→100000004400305100→100000004390333100→100000000437046100→100000004070318100,6,10000.0
100000004070318100→100000008603629100→100000007639767100→100000004400305100→100000002645993100→100000008413748100→100000004070318100,6,10000.0
100000004070318100→100000008603629100→100000007639767100→100000004400305100→100000008587459100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000004400305100→100000005910114100→100000006866783100→100000000089154100→100000000437046100→100000004070318100,6,10000.0
100000004070318100→100000004400305100→100000005048668100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000004400305100→100000001609499100→100000006866783100→100000000089154100→100000000437046100→100000004070318100,6,10000.0
100000004351795100→100000003242289100→100000008304139100→100000000437046100→100000007639767100→100000006866783100→100000004351795100,6,10000.0
100000004351795100→100000003242289100→100000008304139100→100000008477350100→100000007639767100→100000006866783100→100000004351795100,6,10000.0
100000004351795100→100000003242289100→100000008304139100→100000008603629100→100000007639767100→100000006866783100→100000004351795100,6,10000.0
100000008086440100→100000008603629100→100000007639767100→100000006866783100→100000004390333100→100000008477350100→100000008086440100,6,10000.0
100000008086440100→100000000437046100→100000007639767100→100000004400305100→100000004390333100→100000008477350100→100000008086440100,6,10000.0
100000008086440100→100000000437046100→100000007639767100→100000004400305100→100000008304139100→100000008477350100→100000008086440100,6,10000.0
100000008086440100→100000000437046100→100000007639767100→100000006866783100→100000004390333100→100000008477350100→100000008086440100,6,10000.0
100000008086440100→100000000437046100→100000007639767100→100000006866783100→100000008443341100→100000008477350100→100000008086440100,6,10000.0
100000004351795100→100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000006866783100→100000004351795100,6,10000.0
100000004070318100→100000004400305100→100000002723538100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000004400305100→100000005910114100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000008086440100→100000008603629100→100000007639767100→100000006866783100→100000001660397100→100000008477350100→100000008086440100,6,10000.0
100000008086440100→100000008603629100→100000007639767100→100000006866783100→100000002306369100→100000008477350100→100000008086440100,6,10000.0
100000008086440100→100000008603629100→100000007639767100→100000006866783100→100000008304139100→100000008477350100→100000008086440100,6,10000.0
100000008086440100→100000000437046100→100000007639767100→100000006866783100→100000002306369100→100000008477350100→100000008086440100,6,10000.0
100000008086440100→100000000437046100→100000007639767100→100000006866783100→100000008304139100→100000008477350100→100000008086440100,6,10000.0
100000008086440100→100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000008477350100→100000008086440100,6,10000.0
100000008086440100→100000008603629100→100000007639767100→100000004400305100→100000004390333100→100000008477350100→100000008086440100,6,10000.0
100000008086440100→100000008603629100→100000007639767100→100000004400305100→100000008304139100→100000008477350100→100000008086440100,6,10000.0
100000007593823100→100000008111003100→100000003796063100→100000008477350100→100000007639767100→100000004400305100→100000007593823100,6,10000.0
100000004070318100→100000008603629100→100000001660397100→100000008477350100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004390333100→100000000437046100→100000007639767100→100000004400305100→100000001609499100→100000006866783100→100000004390333100,6,10000.0
100000004351795100→100000008603629100→100000001660397100→100000008477350100→100000007639767100→100000006866783100→100000004351795100,6,10000.0
100000004351795100→100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000008346837100→100000004351795100,6,10000.0
100000008086440100→100000000437046100→100000007639767100→100000006866783100→100000001660397100→100000008477350100→100000008086440100,6,10000.0
100000004007116100→100000003616818100→100000004005964100→100000002731501100→100000004160650100→100000004007116100,5,10000.0
100000004007116100→100000003616818100→100000004005964100→100000002731501100→100000004007116100,4,10000.0
100000004007116100→100000003616818100→100000004160650100→100000004005964100→100000002731501100→100000004007116100,5,10000.0
100000005882013100→100000005074393100→100000005882013100,2,10000.0
100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000008346837100→100000005910114100→100000008603629100,6,10000.0
100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000008477350100→100000007639767100→100000008603629100,6,10000.0
100000004070318100→100000008346837100→100000005910114100→100000006866783100→100000000089154100→100000000437046100→100000004070318100,6,10000.0
100000004007116100→100000002731501100→100000004160650100→100000004005964100→100000004007116100,4,10000.0
100000004007116100→100000002731501100→100000004160650100→100000004007116100,3,10000.0
100000004007116100→100000002731501100→100000004160650100→100000003616818100→100000004005964100→100000004007116100,5,10000.0
100000004007116100→100000002731501100→100000004007116100,2,10000.0
100000004007116100→100000004005964100→100000003616818100→100000004160650100→100000004007116100,4,10000.0
100000004007116100→100000004005964100→100000003616818100→100000004160650100→100000002731501100→100000004007116100,5,10000.0
100000004007116100→100000004005964100→100000004007116100,2,10000.0
100000008686313100→100000008477350100→100000003968044100→100000008603629100→100000007639767100→100000006866783100→100000008686313100,6,10000.0
100000001660397100→100000008477350100→100000007639767100→100000004400305100→100000005910114100→100000006866783100→100000001660397100,6,10000.0
100000008686313100→100000008477350100→100000005910114100→100000008603629100→100000007639767100→100000006866783100→100000008686313100,6,10000.0
100000008413748100→100000008304139100→100000006866783100→100000007639767100→100000004400305100→100000002645993100→100000008413748100,6,10000.0
100000008686313100→100000006866783100→100000002306369100→100000008603629100→100000007639767100→100000004400305100→100000008686313100,6,10000.0
100000004007116100→100000004005964100→100000002731501100→100000004007116100,3,10000.0
100000004070318100→100000008346837100→100000005910114100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004070318100→100000008346837100→100000005910114100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000008587459100→100000006866783100→100000007639767100→100000004400305100→100000008304139100→100000008587459100,5,10000.0
100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000001609499100→100000006866783100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000002723538100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000005910114100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000008686313100,4,10000.0
100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000004390333100→100000006866783100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000004390333100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000004390333100→100000000437046100→100000008686313100,6,10000.0
100000004070318100→100000004400305100→100000003213473100→100000006866783100→100000001660397100→100000008413748100→100000004070318100,6,10000.0
100000008686313100→100000008477350100→100000005910114100→100000008603629100→100000007639767100→100000004400305100→100000008686313100,6,10000.0
100000008686313100→100000006866783100→100000000089154100→100000008111003100→100000003796063100→100000000331309100→100000008686313100,6,10000.0
100000008686313100→100000006866783100→100000004390333100→100000008477350100→100000007639767100→100000004400305100→100000008686313100,6,10000.0
100000008686313100→100000006866783100→100000004390333100→100000008603629100→100000007639767100→100000004400305100→100000008686313100,6,10000.0
100000008686313100→100000006866783100→100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000008686313100,6,10000.0
100000008686313100→100000006866783100→100000004847758100→100000008603629100→100000007639767100→100000004400305100→100000008686313100,6,10000.0
100000008686313100→100000006866783100→100000001660397100→100000008477350100→100000007639767100→100000004400305100→100000008686313100,6,10000.0
100000008587459100→100000006866783100→100000004390333100→100000008477350100→100000007639767100→100000004400305100→100000008587459100,6,10000.0
100000008587459100→100000006866783100→100000004390333100→100000008603629100→100000007639767100→100000004400305100→100000008587459100,6,10000.0
100000008587459100→100000006866783100→100000004390333100→100000000437046100→100000007639767100→100000004400305100→100000008587459100,6,10000.0
100000008686313100→100000006866783100→100000004390333100→100000000437046100→100000007639767100→100000004400305100→100000008686313100,6,10000.0
100000008686313100→100000006866783100→100000008443341100→100000008477350100→100000007639767100→100000004400305100→100000008686313100,6,10000.0
100000008686313100→100000006866783100→100000007639767100→100000004400305100→100000008686313100,4,10000.0
100000008686313100→100000006866783100→100000007639767100→100000004400305100→100000004390333100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000006866783100→100000007639767100→100000004400305100→100000004390333100→100000000437046100→100000008686313100,6,10000.0
100000003917461100→100000004386258100→100000003917461100,2,10000.0
100000005142492100→100000002870463100→100000005142492100,2,10000.0
100000004070318100→100000008346837100→100000004351795100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000008346837100→100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004070318100→100000008346837100→100000004351795100→100000000437046100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000008413748100→100000008304139100→100000008603629100→100000007639767100→100000004400305100→100000002645993100→100000008413748100,6,10000.0
100000008413748100→100000008304139100→100000008603629100→100000007639767100→100000006866783100→100000001660397100→100000008413748100,6,10000.0
100000008587459100→100000006866783100→100000000089154100→100000000437046100→100000007639767100→100000004400305100→100000008587459100,6,10000.0
100000008587459100→100000006866783100→100000008443341100→100000008477350100→100000007639767100→100000004400305100→100000008587459100,6,10000.0
100000008603629100→100000001660397100→100000006866783100→100000007639767100→100000004400305100→100000002723538100→100000008603629100,6,10000.0
100000008603629100→100000001660397100→100000006866783100→100000007639767100→100000004400305100→100000005910114100→100000008603629100,6,10000.0
100000004070318100→100000008477350100→100000008086440100→100000000437046100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004070318100→100000008477350100→100000008086440100→100000000437046100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000008477350100→100000008086440100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004070318100→100000008477350100→100000008086440100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000008603629100→100000001660397100→100000008477350100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000008686313100→100000006866783100→100000007639767100→100000004400305100→100000005910114100→100000008603629100→100000008686313100,6,10000.0
100000004070318100→100000008346837100→100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000008603629100→100000001609499100→100000006866783100→100000000089154100→100000000437046100→100000007639767100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000006866783100→100000002306369100→100000008477350100→100000003968044100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000006866783100→100000002306369100→100000008477350100→100000005910114100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000006866783100→100000002306369100→100000002723538100→100000008603629100,5,10000.0
100000008603629100→100000007639767100→100000006866783100→100000008304139100→100000008477350100→100000003968044100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000004390333100→100000008603629100,4,10000.0
100000008603629100→100000007639767100→100000004400305100→100000005048668100→100000008603629100,4,10000.0
100000008603629100→100000007639767100→100000004400305100→100000008304139100→100000008477350100→100000003968044100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000008304139100→100000008477350100→100000005910114100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000008304139100→100000006866783100→100000004390333100→100000008603629100,6,10000.0
100000008603629100→100000001609499100→100000006866783100→100000007639767100→100000004400305100→100000004390333100→100000008603629100,6,10000.0
100000008603629100→100000001609499100→100000006866783100→100000007639767100→100000004400305100→100000005048668100→100000008603629100,6,10000.0
100000008603629100→100000001609499100→100000006866783100→100000007639767100→100000004400305100→100000008304139100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000002723538100→100000003242289100→100000004140487100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000002723538100→100000008603629100,4,10000.0
100000004070318100→100000004400305100→100000003213473100→100000006866783100→100000004351795100→100000000437046100→100000004070318100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000005910114100→100000001857829100→100000008603629100,5,10000.0
100000008603629100→100000007639767100→100000004400305100→100000008304139100→100000006866783100→100000002306369100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000008304139100→100000008603629100,4,10000.0
100000008603629100→100000007639767100→100000004400305100→100000008304139100→100000001857829100→100000003880331100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000008304139100→100000001857829100→100000008603629100,5,10000.0
100000008603629100→100000007639767100→100000004400305100→100000005910114100→100000006866783100→100000008304139100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000003213473100→100000006866783100→100000004390333100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000003213473100→100000006866783100→100000002306369100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000003213473100→100000006866783100→100000008304139100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000001609499100→100000006866783100→100000004390333100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000001609499100→100000006866783100→100000002306369100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000001609499100→100000006866783100→100000008304139100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000002723538100→100000003242289100→100000008304139100→100000008603629100,6,10000.0
100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000003213473100→100000006866783100→100000004351795100,6,10000.0
100000001660397100→100000008477350100→100000007639767100→100000004400305100→100000003213473100→100000006866783100→100000001660397100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000005910114100→100000001857829100→100000003880331100→100000008603629100,6,10000.0
100000004070318100→100000004400305100→100000003213473100→100000006866783100→100000004070318100,4,10000.0
100000004070318100→100000004400305100→100000003213473100→100000006866783100→100000008304139100→100000000437046100→100000004070318100,6,10000.0
100000004070318100→100000008477350100→100000007593823100→100000008111003100→100000003796063100→100000006866783100→100000004070318100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000005910114100→100000008603629100,4,10000.0
100000008603629100→100000007639767100→100000004400305100→100000005910114100→100000006866783100→100000004390333100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000005910114100→100000006866783100→100000002306369100→100000008603629100,6,10000.0
100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000008686313100→100000000437046100→100000004070318100,6,10000.0
100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000008686313100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000004070318100,4,10000.0
100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000004390333100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000004390333100→100000000437046100→100000004070318100,6,10000.0
100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000002645993100→100000008413748100→100000004070318100,6,10000.0
100000004070318100→100000004400305100→100000003213473100→100000006866783100→100000007639767100→100000000437046100→100000004070318100,6,10000.0
100000004070318100→100000004400305100→100000003213473100→100000006866783100→100000008686313100→100000000437046100→100000004070318100,6,10000.0
100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000008587459100→100000006866783100→100000004070318100,6,10000.0
100000008603629100→100000007639767100→100000006866783100→100000008304139100→100000001857829100→100000008603629100,5,10000.0
100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000008304139100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000001609499100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000005910114100→100000006866783100→100000004070318100,6,10000.0
100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000008477350100→100000003968044100→100000008603629100,6,10000.0
100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000008477350100→100000005910114100→100000008603629100,6,10000.0
100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000006866783100→100000004390333100→100000008603629100,6,10000.0
100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000006866783100→100000007639767100→100000008603629100,6,10000.0
100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000006866783100→100000002306369100→100000008603629100,6,10000.0
100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000006866783100→100000008304139100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000004390333100→100000008477350100→100000003968044100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000004390333100→100000008477350100→100000005910114100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000004390333100→100000006866783100→100000002306369100→100000008603629100,6,10000.0
100000008603629100→100000007639767100→100000004400305100→100000004390333100→100000006866783100→100000008304139100→100000008603629100,6,10000.0
100000008603629100→100000001609499100→100000006866783100→100000007639767100→100000004400305100→100000002723538100→100000008603629100,6,10000.0
100000008603629100→100000001609499100→100000006866783100→100000007639767100→100000004400305100→100000005910114100→100000008603629100,6,10000.0
100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000008304139100→100000000437046100→100000004070318100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000004390333100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000004390333100→100000000437046100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000008686313100,4,10000.0
100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000004403675100→100000000331309100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000004847758100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000005048668100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000008304139100→100000000437046100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000008304139100→100000006866783100→100000008686313100,6,10000.0
100000008304139100→100000008477350100→100000007639767100→100000004400305100→100000001609499100→100000006866783100→100000008304139100,6,10000.0
100000008304139100→100000008477350100→100000007639767100→100000004400305100→100000003213473100→100000006866783100→100000008304139100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000008137435100→100000008686313100,5,10000.0
100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000004351795100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000004351795100→100000000437046100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000005910114100→100000006866783100→100000008686313100,6,10000.0
100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000008304139100→100000006866783100→100000004351795100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000000089154100→100000000437046100→100000008686313100,6,10000.0
100000008304139100→100000006866783100→100000002306369100→100000008477350100→100000007639767100→100000004400305100→100000008304139100,6,10000.0
100000002723538100→100000003242289100→100000008304139100→100000000437046100→100000007639767100→100000004400305100→100000002723538100,6,10000.0
100000002723538100→100000003242289100→100000008304139100→100000008477350100→100000007639767100→100000004400305100→100000002723538100,6,10000.0
100000008304139100→100000000437046100→100000007639767100→100000004400305100→100000001609499100→100000006866783100→100000008304139100,6,10000.0
100000008304139100→100000000437046100→100000007639767100→100000004400305100→100000003213473100→100000006866783100→100000008304139100,6,10000.0
100000008304139100→100000000437046100→100000007639767100→100000006866783100→100000008304139100,4,10000.0
100000008304139100→100000008477350100→100000007593823100→100000008111003100→100000003796063100→100000006866783100→100000008304139100,6,10000.0
100000008304139100→100000008477350100→100000007639767100→100000004400305100→100000008304139100,4,10000.0
100000008686313100→100000000437046100→100000007639767100→100000004400305100→100000008686313100,4,10000.0
100000008686313100→100000000437046100→100000007639767100→100000004400305100→100000004390333100→100000006866783100→100000008686313100,6,10000.0
100000005910114100→100000008111003100→100000003796063100→100000008477350100→100000007639767100→100000004400305100→100000005910114100,6,10000.0
100000005910114100→100000008111003100→100000003796063100→100000006866783100→100000007639767100→100000004400305100→100000005910114100,6,10000.0
100000005910114100→100000006866783100→100000007639767100→100000004400305100→100000008304139100→100000008477350100→100000005910114100,6,10000.0
100000002723538100→100000003242289100→100000008304139100→100000006866783100→100000007639767100→100000004400305100→100000002723538100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000003213473100→100000006866783100→100000008686313100,6,10000.0
100000008686313100→100000000437046100→100000007639767100→100000004400305100→100000004390333100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000000437046100→100000007639767100→100000004400305100→100000004847758100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000000437046100→100000007639767100→100000004400305100→100000005048668100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000000437046100→100000007639767100→100000004400305100→100000008304139100→100000006866783100→100000008686313100,6,10000.0
100000008686313100→100000000437046100→100000007639767100→100000004400305100→100000008304139100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000000437046100→100000007639767100→100000004400305100→100000001609499100→100000006866783100→100000008686313100,6,10000.0
100000008686313100→100000000437046100→100000007639767100→100000004400305100→100000002723538100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000000437046100→100000007639767100→100000004400305100→100000005910114100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000007593823100→100000008111003100→100000003796063100→100000006866783100→100000008686313100,6,10000.0
100000008686313100→100000000437046100→100000007639767100→100000004400305100→100000005910114100→100000006866783100→100000008686313100,6,10000.0
100000008686313100→100000000437046100→100000007639767100→100000004400305100→100000003213473100→100000006866783100→100000008686313100,6,10000.0
100000008686313100→100000000437046100→100000007639767100→100000006866783100→100000004390333100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000000437046100→100000007639767100→100000006866783100→100000008686313100,4,10000.0
100000008686313100→100000000437046100→100000007639767100→100000006866783100→100000004403675100→100000000331309100→100000008686313100,6,10000.0
100000008686313100→100000000437046100→100000007639767100→100000006866783100→100000008137435100→100000008686313100,5,10000.0
100000004070318100→100000006866783100→100000001660397100→100000008477350100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004070318100→100000006866783100→100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000008686313100→100000008603629100→100000007639767100→100000004400305100→100000008686313100,4,10000.0
100000008686313100→100000008603629100→100000007639767100→100000004400305100→100000004390333100→100000006866783100→100000008686313100,6,10000.0
